Language,Vector
azbwiki,"[-6.62812905e-04  1.02476384e-02  3.37649584e-01  2.17766240e-01
 -1.48541734e-01  1.14385575e-01 -1.19124785e-01 -3.26128125e-01
 -2.15824395e-01  9.45407823e-02  1.04179785e-01 -8.71325880e-02
 -1.66039005e-01 -6.41431734e-02  1.70601234e-05 -1.42534807e-01
  2.70264328e-01 -1.15960978e-01 -3.15123349e-01  1.98215798e-01
  7.01632351e-02  2.59478748e-01 -7.12225884e-02 -2.19208434e-01
 -1.00004591e-01  1.38434559e-01 -2.13862896e-01 -1.60586640e-01
  1.74346805e-01 -4.07185443e-02  1.38043940e-01 -3.23702618e-02
 -1.00147292e-01  3.36396813e-01 -1.99163020e-01 -3.26235704e-02
  1.46118000e-01  2.76934588e-03 -1.86207257e-02  1.12961441e-01
  1.06377140e-01  2.97406819e-02  1.97431166e-02 -1.52240992e-01
  1.40867308e-01  4.26623598e-02  2.10898474e-01 -1.07760251e-01
 -6.55547306e-02  2.93921500e-01  1.04688860e-01 -9.34382677e-02
 -3.22207026e-02  1.34501532e-01  1.31945491e-01  9.33078751e-02
  4.85653654e-02  2.89596051e-01 -1.93261877e-01  3.25086921e-01
  5.52676581e-02 -1.04527153e-01 -2.60996129e-02 -3.81907731e-01]"
bnwiki,"[-0.48749685  0.03267747  0.10885029 -0.06063653 -0.13837035 -0.34511665
  0.06531501 -0.51343024 -0.08403505 -0.12138449 -0.2155814  -0.26652157
 -0.09539257  0.02476335  0.13300176  0.3376619   0.1928733   0.2392096
  0.55768174  0.31067547 -0.15935741  0.3348316  -0.20136666 -0.26238823
 -0.00207782  0.24698995  0.00991905  0.2857183   0.20799889 -0.26798826
  0.243954   -0.02808247  0.24279957  0.16119058 -0.0164846  -0.26020354
  0.4310682   0.05777153  0.16038074  0.07647122  0.16276641  0.13171043
  0.12424467  0.13657983  0.20055835  0.3610675   0.06583937 -0.11288059
  0.00232163 -0.03989891 -0.01086509  0.07708444  0.16895987  0.1773797
  0.06734048  0.31814197  0.13946266 -0.04827942 -0.03097412  0.0384766
 -0.03921951 -0.38950315  0.30660263  0.08151948]"
viwiki,"[-0.00680513 -0.18957344  0.23616575  0.18987633  0.18935466 -0.14880116
 -0.00203989  0.07880832 -0.08719404 -0.02303626  0.11334297 -0.17230043
 -0.18055831  0.03569987  0.16745761 -0.01256629  0.15459003  0.22415894
  0.01016098  0.33085334  0.03581687  0.10334325  0.14291018 -0.10776372
  0.09344111  0.21738954 -0.14490739 -0.16348296 -0.06052272 -0.10193119
 -0.11010329  0.2707228   0.01361153 -0.05237776 -0.11248296 -0.2162948
  0.07629173  0.05596244 -0.2464744   0.1802558  -0.08914878 -0.10977925
 -0.04304845 -0.14137672  0.19709468  0.02903912  0.03507158 -0.14402634
  0.09772851  0.08693025 -0.22090217 -0.05529876  0.07322226  0.24988906
  0.0319134   0.20348765  0.10140166  0.33858198  0.09017797  0.11154667
  0.09063714 -0.05411666 -0.13004659  0.09686568]"
bewiki,"[ 0.01097885  0.03051077  0.05226663  0.24242106  0.06453607  0.09007221
  0.02247961 -0.13654031 -0.1995451  -0.05404929  0.02347236 -0.03817409
 -0.17582275 -0.19145304  0.05508037  0.1931269   0.14730436 -0.06769621
  0.02551564  0.25343588  0.15761705  0.06862823  0.3212503   0.03188472
  0.03601453  0.2746863  -0.00948692 -0.07622815  0.30056056 -0.10532167
  0.01542862 -0.03435262 -0.09613343 -0.0463524  -0.14926748  0.02537528
  0.31812832  0.05559647 -0.17765057 -0.11466736  0.0481926   0.13987671
  0.2153983  -0.15345098  0.03198884  0.03018934  0.10164125 -0.10810379
  0.05280615  0.15363091  0.0835849   0.10619157  0.2141477   0.24554649
  0.0853748   0.05251607 -0.0483734  -0.0065942  -0.31999278  0.11654369
 -0.08514459  0.06637926 -0.2344695  -0.01429056]"
vowiki,"[ 0.07200669  0.1722762  -0.02502703 -0.15842062  0.2877729  -0.34958526
  0.26153222  0.17109555 -0.4423413  -0.2875882   0.08530384 -0.441256
 -0.15909131  0.06171294 -0.26778114  0.14816539 -0.15462644 -0.0322485
 -0.1760874   0.52439296  0.08620586 -0.05263414 -0.08897399 -0.3062791
 -0.34437123 -0.07133052 -0.20875677 -0.18829243 -0.03222362 -0.48325947
  0.34261844 -0.00795155  0.1292795   0.0017819  -0.18470137 -0.23564613
  0.14038311 -0.00565659 -0.0989059   0.25242612  0.39170915 -0.3288181
  0.14935873 -0.07730765 -0.19904381 -0.24136983  0.10552714  0.0163175
  0.0522558   0.17441316  0.04947429 -0.12568094  0.1769215   0.02794115
  0.23462325 -0.21236904 -0.21748559  0.24748097 -0.30568102  0.32371196
  0.2169257   0.0384854  -0.14937754  0.08703464]"
shwiki,"[ 0.14231475  0.19026038  0.20855632  0.33191544  0.03609599 -0.19453976
  0.10645995 -0.04962712 -0.11425859 -0.07544139  0.11824828 -0.1452363
 -0.13948837 -0.08093887  0.24646339  0.08114326  0.1285943  -0.05991176
 -0.08580582  0.06419062 -0.21676306  0.22972654 -0.10170201 -0.08455133
  0.05591377  0.22896487 -0.3377438  -0.01953447  0.02851039 -0.19685568
  0.06874195  0.03003827 -0.01612069 -0.07217368  0.06541379 -0.13344564
  0.06216896  0.09906121 -0.05477455 -0.05051956  0.08036775  0.03144769
  0.12369658 -0.2268194   0.05821968  0.1834144  -0.09405134 -0.0648584
  0.02621906 -0.05669177  0.138367   -0.18014772  0.09637577  0.1463705
  0.13139805  0.14696889  0.08669932  0.08614836 -0.18370126  0.08404404
 -0.18835571  0.06301688 -0.06428505 -0.05151125]"
afwiki,"[ 0.24911663 -0.01459044  0.05616144  0.11987855  0.264808   -0.25927588
 -0.08003359 -0.2157582  -0.10098641 -0.01449501  0.09014982 -0.01017298
 -0.35568792 -0.15988794  0.04231391  0.08674723  0.13001624  0.0360155
  0.03184782  0.07953011 -0.03093513  0.11892377 -0.06806523 -0.31145394
  0.03957364  0.37058103 -0.10451838  0.01504344  0.16473351 -0.0705796
 -0.03108882 -0.03263311 -0.17794198 -0.23930106 -0.26637763 -0.0399035
  0.11008487  0.26184177 -0.03880843  0.0212174  -0.07019704  0.00607928
  0.09626431  0.03551961  0.16354439  0.07192873  0.1152193  -0.01855548
 -0.03458785 -0.0817424  -0.03117111 -0.36880097  0.02174056 -0.05165791
 -0.00270219  0.02461584 -0.0388959   0.00159974 -0.20789684  0.15346073
  0.14234687 -0.14841118 -0.10480034 -0.05617195]"
mkwiki,"[ 0.08235376  0.04753419  0.21264371  0.18089297  0.01175955 -0.21407066
  0.2184408   0.17295554 -0.20448062 -0.04521063  0.21893634  0.00572892
  0.02521086 -0.17128633  0.17352808  0.17983967  0.11017859 -0.22966203
 -0.0123      0.11117838 -0.15344518  0.35761687  0.11275683 -0.16023621
  0.1550499   0.2782346  -0.01756671 -0.03257287 -0.0720024  -0.18950894
 -0.04643796  0.1533059  -0.27620527  0.0570829  -0.02294213 -0.0316082
  0.19880076 -0.0069529  -0.09815557 -0.12210406  0.14719479 -0.04544316
  0.05228592 -0.34485072 -0.00810303  0.02826535 -0.14509661 -0.13238199
 -0.19631894 -0.07445356  0.00958024 -0.0094173   0.2197579   0.22474702
  0.24103613  0.18218671 -0.04551268  0.113644    0.07320048  0.10385326
  0.07864639  0.02141375 -0.06094483  0.2037228 ]"
fowiki,"[ 0.30334407 -0.00586198  0.5954799   0.33591616 -0.07400985 -0.75710005
  0.38880995  0.2705     -0.2010098  -0.15027265 -0.30419624 -0.03677659
 -0.41567662 -0.03942518  0.51733834 -0.10198275  0.10569928 -0.13750315
  0.03426925 -0.46228883  0.6648257   0.30672994  0.27358702 -0.25936368
  0.15971738  0.0691595  -0.06748184 -0.04813716  0.3445518  -0.30380797
 -0.18826407  0.2291888  -0.08531806  0.401893   -0.04449151  0.14527068
 -0.28991786  0.22674544  0.38535517  0.39153707 -0.18430874 -0.01968457
  0.47170237 -0.08441884  0.07776058  0.30622432 -0.31933314 -0.12940331
 -0.15278693 -0.07257094  0.08456536  0.23820868  0.07407261  0.11029436
  0.3365562   0.32550177  0.04757856  0.3427149   0.34989822  0.5432973
 -0.2505623   0.45621178 -0.2520222   0.3110509 ]"
iswiki,"[ 0.49535847  0.25117695  0.27306142  0.1885078   0.0948014  -0.4136928
  0.09983443  0.11952761 -0.5339061  -0.23705319 -0.22193746 -0.14747398
 -0.43124664  0.1438486   0.15867956 -0.09821013  0.49974906 -0.15332282
 -0.00193691 -0.21638133  0.04738994  0.19980526  0.1296474  -0.17103545
 -0.03357494  0.1479148   0.03223496 -0.11749174  0.27034378 -0.27129948
 -0.00963902  0.29649305  0.11212876  0.01033073  0.11873644  0.0481789
 -0.00202658  0.07295489  0.23358789  0.1698503  -0.17708316  0.12262022
 -0.00116709 -0.00445149 -0.04197923 -0.18414447 -0.26799148 -0.01607586
 -0.1185395  -0.18302964 -0.07933831 -0.05213043  0.14606272  0.00479839
  0.02596581  0.10941111  0.18808803 -0.09716069  0.11963744  0.39908293
 -0.06604785 -0.00856806 -0.02324632 -0.03656604]"
lmowiki,"[ 0.2545441  -0.21032271  0.15057798  0.49584648  0.15490969  0.36535013
  0.28802568  0.14638492 -0.11848788  0.14192924  0.04977195  0.00692084
 -0.38185412 -0.5978597  -0.34789205  0.3946445   0.28579816  0.28034744
 -0.36054885  0.15217224 -0.17678969  0.5456231   0.09184415 -0.17861064
 -0.24257332 -0.34340578 -0.10862011  0.12773533 -0.31416818 -0.11995716
  0.08505446  0.03739001  0.35031724 -0.00442886 -0.08347638 -0.11114642
  0.38815916 -0.26821432 -0.13716237 -0.05951178 -0.1543109   0.007632
  0.16487443  0.26413715  0.27026853  0.16984716 -0.10718794  0.03174181
 -0.21911383 -0.11413169  0.08473237 -0.07264415 -0.04558463  0.30219564
 -0.11524895 -0.03040718  0.15183684 -0.1603841  -0.09613093  0.2807211
  0.00203238 -0.04410041 -0.10718177  0.20500046]"
bugwiki,"[ 0.3487967  -0.03214967  0.05425224  0.0769922  -0.36215985 -0.09366918
 -0.02914213 -0.28282383 -0.07249662 -0.15351924  0.00974728 -0.05888983
 -0.71009576  0.23481497 -0.08861303  0.2756956   0.01267512 -0.32206586
 -0.17558263 -0.17919476 -0.04119132 -0.00435094  0.17446728  0.17269008
 -0.04718589  0.43290776 -0.25104558  0.39447024  0.05616009 -0.26024994
  0.07240359  0.13403402 -0.0395131  -0.1333129  -0.11828216 -0.11539477
  0.03042046 -0.06341224 -0.18098503 -0.12738743 -0.10476189 -0.1835693
  0.01526205  0.00911131 -0.04732008 -0.02222518  0.18044001  0.04515332
 -0.03203277  0.21400532  0.09802771 -0.02146366 -0.2981584   0.22566906
  0.20056157  0.18674828 -0.0571309  -0.08276407  0.05025143  0.3595985
  0.07718642 -0.2523885  -0.31232896  0.3233825 ]"
pamwiki,"[-0.21329358  0.16729812  0.16425665  0.14822045 -0.08536556 -0.02224598
  0.03777223 -0.2499698  -0.439784    0.20810904  0.03427977 -0.01181003
 -0.3054768   0.10861935 -0.2842343   0.10759822 -0.06209904  0.3215637
  0.29771936  0.33265877  0.08878046  0.24545464  0.12024254 -0.12448935
  0.24507461  0.51864284 -0.01130913  0.24361739 -0.12255155  0.1783405
 -0.3203435   0.21244812 -0.19694963 -0.05795109  0.37103426 -0.42189163
 -0.01694877 -0.05676722  0.2739333  -0.24413924  0.09976036 -0.557124
  0.19332673 -0.13319209  0.32379425 -0.27108175 -0.16642131  0.14458123
  0.01149306  0.2658171  -0.05944316  0.21216199 -0.08857509  0.11811259
 -0.23168673 -0.06107474  0.26922184  0.13437407  0.15023163  0.67816013
  0.14124128  0.04936461 -0.27331358 -0.16423774]"
szlwiki,"[ 0.22387116 -0.07916072  0.35726658  0.28978527  0.00899262 -0.15239145
  0.04084152 -0.20618354 -0.03783922 -0.14813332  0.2479665  -0.08783223
 -0.15625507 -0.03821146 -0.10250326  0.00743363  0.03527146  0.06713023
  0.0685428   0.23993441 -0.13162649  0.17880791  0.01857641  0.02188164
 -0.02853713  0.12929307 -0.22726919  0.20057176  0.22940141 -0.07574904
 -0.02781589  0.1096606  -0.01723685 -0.05812533 -0.16541225  0.1142127
  0.19264047  0.08697338 -0.09312045  0.13243793 -0.09188546  0.0658145
  0.19269916 -0.01226737 -0.00729351 -0.08197895  0.16195436  0.18659498
 -0.08808071  0.01328225 -0.10282252  0.07093056  0.26694953  0.12175155
  0.18101291  0.15071975  0.11048475 -0.06461925 -0.01996089  0.28884158
 -0.03969327  0.13741171 -0.00916253 -0.03007566]"
iawiki,"[-0.1899126   0.16652206  0.4816636   0.10300366 -0.05303961  0.1810344
 -0.0360085   0.29965496 -0.04486216  0.06107483  0.08902766 -0.37683946
 -0.40964085 -0.20845202 -0.06583881  0.62922204 -0.05623482  0.25044054
 -0.6776014   0.31696045 -0.21759778  0.28864002 -0.21598141 -0.18613756
  0.1703506  -0.0712224  -0.1481186   0.11352742 -0.09909523 -0.05916817
  0.25295007  0.17384586  0.14588624  0.1902267  -0.01356724  0.07472664
  0.39186773  0.41415387 -0.3483097  -0.03055049 -0.24832967  0.27604133
  0.22926995  0.0102232  -0.45472273 -0.03563595 -0.13260405  0.2669474
  0.08473489 -0.08562542  0.05695352 -0.22640976 -0.1232124   0.28078735
 -0.0373656  -0.07883901  0.53462917 -0.29579076 -0.00906096  0.35102823
 -0.37516606 -0.00877276 -0.05712204 -0.11734733]"
barwiki,"[ 0.09211639 -0.14952706  0.4193651   0.1961956   0.2542242  -0.15071312
  0.00872998 -0.13986662  0.10407252 -0.19001842  0.01823928  0.02398708
  0.01430187 -0.16211447 -0.22044879  0.06804468  0.01975517  0.08667514
  0.12748593  0.26740423  0.14377946  0.35059112 -0.03486811  0.07212789
 -0.05704761  0.27126104 -0.11645743  0.02671742  0.10397046 -0.05474406
  0.20155457  0.0139217  -0.08405191 -0.19454913 -0.23854041  0.03471408
  0.09279048  0.01938758 -0.07523208  0.19061433  0.11833997 -0.05467972
  0.08647358  0.14329192  0.11405408  0.01000272 -0.30238247 -0.15662558
 -0.05408884  0.12664264 -0.05617953 -0.01444028  0.29608485  0.14059012
  0.14937183  0.18683736  0.19044821 -0.0594672  -0.01723937  0.41765356
 -0.07334763 -0.05141786 -0.00319836 -0.28393734]"
stqwiki,"[ 0.02219712  0.2040268   0.05936858  0.04056963 -0.15368336 -0.13166806
  0.06359324 -0.0346357  -0.20337626  0.11073553 -0.10253321 -0.04168279
 -0.3976882   0.20530973 -0.13207826  0.29426846  0.20115557 -0.01505537
 -0.06264845  0.12177653  0.3008955   0.36811423  0.00075719 -0.02932064
 -0.06675798  0.28871    -0.16768987 -0.17091347 -0.08124249 -0.12211931
  0.01508463  0.12653002  0.00363891 -0.31539693 -0.1406843  -0.04211438
  0.37733775  0.01472518 -0.08427002  0.19141729 -0.14259994 -0.54866
  0.15987775 -0.13738891 -0.12384464 -0.04049784 -0.14203922  0.20575783
  0.20448734 -0.0989549  -0.13480124 -0.08052414  0.10738113 -0.06552848
  0.05219903  0.16455008 -0.15754235  0.09841793 -0.33060682  0.2751227
  0.22131091 -0.26081958 -0.01093657  0.06131317]"
gdwiki,"[ 0.09937873 -0.01322568  0.23207572  0.18006389  0.14267924 -0.12790336
  0.19582911 -0.12812877 -0.36252177 -0.03011912  0.29257992  0.03607042
 -0.27664697 -0.10982493  0.08095657 -0.0699496   0.02081672 -0.0710592
 -0.18805662 -0.00388092  0.02004476  0.03030858  0.09240294 -0.19892856
 -0.05214524  0.08774547 -0.13646314  0.20351143  0.26864555  0.04151586
  0.13083167  0.08413986 -0.08099252 -0.14925046  0.04766835 -0.04217228
  0.11832477  0.30573142 -0.02195074 -0.17363977 -0.03029611 -0.06094651
 -0.12937081 -0.2088946   0.06749204  0.250491   -0.06303149  0.0623748
  0.1806918   0.1714168  -0.04108126 -0.3948085  -0.05787219  0.04436287
  0.08396678  0.1002378  -0.12325252 -0.10587487 -0.15246244  0.48054168
  0.4031224  -0.06931973 -0.01121892 -0.06927374]"
scowiki,"[ 9.37254727e-02  1.13537692e-01  8.64201114e-02  3.43602240e-01
  1.25692293e-01 -1.44697458e-01  2.89854109e-01 -2.50126660e-01
 -1.96366418e-05  1.38085745e-02  3.94916922e-01  1.69604674e-01
 -7.07701445e-02 -8.64055157e-02 -1.50446640e-02  2.96407007e-02
  8.75013694e-02 -3.28066722e-02 -1.37271047e-01  1.34899661e-01
 -2.08264273e-02  1.94677077e-02  1.65538311e-01 -2.46719599e-01
  1.77235389e-03  2.13311866e-01 -2.60763198e-01  1.73713103e-01
  1.52063102e-01  2.74546947e-02 -1.16392625e-02  1.39703631e-01
 -1.06840111e-01 -9.21047404e-02 -1.48831839e-02 -1.00546308e-01
  2.49694902e-02  1.00434460e-01 -2.16173589e-01 -1.11097515e-01
 -2.94349343e-02  1.80858433e-01  1.29811078e-01 -1.32917270e-01
 -4.55776714e-02 -1.71090081e-01 -1.30576700e-01  1.92306146e-01
  5.25180101e-02  4.72562984e-02 -1.09818792e-02  8.61636847e-02
  3.32873017e-01 -8.83695558e-02  1.82477251e-01  1.30071715e-01
  2.66905695e-01 -2.40102466e-02 -2.81900346e-01  2.99364567e-01
  2.72992879e-01 -5.69202006e-02 -7.48494938e-02 -4.56420258e-02]"
tawiki,"[-0.15865815 -0.05329274  0.20697577  0.08270071 -0.17264004 -0.09211674
  0.07094736 -0.17060304 -0.14815752 -0.13902132  0.26469156 -0.30677003
 -0.21951574 -0.12414232 -0.22576818  0.22797842  0.3167995  -0.16894165
  0.02032625  0.21193829  0.01627944 -0.11916412  0.1654508  -0.5691568
  0.15798356  0.49642068 -0.25957334  0.04391444  0.06806511  0.03242587
  0.08472797 -0.30222124 -0.03615645  0.21881583  0.05649616 -0.2241691
  0.24718851  0.2150348  -0.24208213 -0.1866246   0.10241956 -0.2662424
  0.16961876  0.33237332  0.07653929 -0.08607361  0.08705635 -0.19327796
 -0.25157535 -0.15675062 -0.5192541  -0.02466218  0.17623721  0.12512094
  0.00610516  0.14665225 -0.1334895   0.05848543  0.28699     0.08478556
 -0.36419654  0.14989357  0.36795253  0.08745763]"
tewiki,"[-0.41756642 -0.04365284 -0.21533531 -0.19675197 -0.27947727 -0.51945055
  0.0358612  -0.15539533 -0.562385   -0.34297812  0.71124864 -0.13006301
 -0.56604195 -0.2447992   0.03558233  0.24762088  0.19169958  0.18056673
  0.11782403 -0.164455   -0.39632055  0.00900518  0.01729116 -0.37031603
  0.12532365 -0.02739082 -0.7051588   0.21679881  0.39278075 -0.48760235
  0.31218645 -0.48771873 -0.14214571  0.17931937  0.34003606 -0.16079369
  0.17035955  0.4014083   0.09490217  0.1329162   0.18548141  0.05440776
 -0.06833669  0.44045722  0.15313506  0.32717487 -0.37814432 -0.32314888
  0.14102945 -0.11948462 -0.6008218   0.24432896  0.14210375  0.4121683
  0.16694029  0.05453216 -0.11398122  0.15051043  0.06975541 -0.15115978
  0.15486923 -0.6645124   0.27725515 -0.0035582 ]"
guwiki,"[-0.37985393 -0.41130742  0.42499557  0.14607804  0.14863089 -0.37041748
 -0.18902683 -0.21185441 -0.52539235 -0.03998904  0.03350287  0.19151294
 -0.11912549 -0.29612207 -0.16553374  0.07036807 -0.03343817  0.05239583
 -0.19945009  0.53410566  0.01257534 -0.18487516  0.37061584 -0.241488
 -0.15354493  0.38673502 -0.12266401  0.02658541  0.27552325  0.07743298
 -0.09216323 -0.42028454 -0.08116091  0.06193032 -0.20186645 -0.31900388
 -0.12646176 -0.18710159 -0.10784113 -0.07497718  0.02241885 -0.02874334
 -0.04975079  0.04360996 -0.14126644 -0.1714359   0.19880903  0.31694713
 -0.22973207  0.1017203  -0.23837855 -0.10172242  0.28566778  0.29273456
 -0.22513455 -0.0562563   0.19180816  0.12479086  0.11342008  0.6005785
 -0.13944316  0.08985867  0.2406087   0.42676142]"
frpwiki,"[ 0.16665311 -0.52898914 -0.38802874  0.6655453  -0.12669532 -0.1470562
 -0.22029378  0.23319852 -0.39810407 -0.3572205  -0.04172065 -0.1319728
  0.14356562  0.341425   -0.12448278  0.39984772  0.26381746  0.2210673
  0.12070043  0.373458   -0.30200064  0.4441027  -0.2193883   0.6314225
 -0.04733199 -0.01701775 -0.65296143 -0.05919759  0.12705329 -0.09987561
 -0.06197295  0.41675007 -0.02381575  0.03984198  0.05516735 -0.2634622
 -0.1804982   0.0780551  -0.13090834 -0.2039974  -0.10302288 -0.16605392
 -0.08052438  0.07944162  0.01799942  0.15684362  0.32493928 -0.10175342
 -0.09563652  0.04521105 -0.37918642 -0.6373693   0.26366746  0.06285819
  0.04895994 -0.43559733  0.03921116 -0.13877994  0.02215635  0.8422099
 -0.4011774  -0.37220177 -0.01873245  0.09530101]"
nds_nlwiki,"[ 0.22996092  0.20276138  0.23141925  0.124332    0.008352   -0.13586046
  0.1506706  -0.12190843  0.08719482  0.1711732   0.17844214 -0.20591876
 -0.10658929  0.22233921 -0.04130382  0.61097616 -0.03423752  0.16465618
 -0.20662063  0.12310585  0.18373463  0.3412048   0.24867561 -0.1742925
 -0.00527707  0.37435138 -0.15334469 -0.00892588  0.06094814 -0.00572988
  0.21632954 -0.2542627   0.08368734  0.00819667 -0.32554048 -0.261639
  0.28234467  0.09304261  0.2328236   0.1421341  -0.12714235 -0.1704113
  0.02308637 -0.13922127 -0.1409223  -0.02453504  0.2066984  -0.13390884
  0.27887446 -0.1114375  -0.11463719  0.0301472   0.03825254 -0.32779074
  0.06215281 -0.14951459 -0.2081754   0.08879889  0.04069822  0.32558146
  0.09899795  0.0969291  -0.20517743  0.13674086]"
mywiki,"[ 2.70244837e-01  1.04794756e-01  2.56662250e-01  1.79237813e-01
 -2.95416582e-02  7.12041110e-02  5.86581290e-01 -4.54710759e-02
  1.62987609e-03 -2.76252045e-03 -3.22054364e-02  4.88212258e-02
 -5.91522992e-01 -6.59409687e-02 -1.47727251e-01 -1.12477764e-01
 -9.51036811e-02 -1.05306037e-01  4.57608163e-01  5.30026793e-01
 -1.55303190e-02  6.80788398e-01 -1.48140779e-02 -4.64315601e-02
 -2.90775031e-01  5.06796181e-01  1.17144905e-01 -2.12630183e-01
  3.58749628e-01  3.56024176e-01  2.78405070e-01  4.32964526e-02
 -7.02734152e-03  3.65922481e-01  1.02695554e-01  4.17457707e-02
 -2.63914037e-02 -8.93652141e-02 -2.84183502e-01  6.65317923e-02
 -8.70244130e-02 -2.25427863e-03 -2.03797802e-01 -3.76519002e-02
  2.60002106e-01 -2.34112337e-01 -5.37876725e-01 -1.43729076e-01
 -2.87850708e-01 -1.88178524e-01 -3.87758464e-01  1.67478137e-02
  2.21600831e-01  3.68544124e-02  2.26346418e-01 -2.57018924e-01
 -3.55048542e-04 -2.30686948e-01 -4.07605171e-01  6.61056116e-02
 -3.81871641e-01 -4.34958905e-01  2.36991867e-02  3.00284415e-01]"
mlwiki,"[-0.0435261  -0.15110363  0.44010186  0.23116867 -0.33904162 -0.23225293
 -0.0968083  -0.33008268 -0.22285813  0.05039797  0.21522656 -0.37193406
 -0.2758909   0.16004832 -0.04687162 -0.02204773  0.09886923  0.07798896
  0.25314033  0.17122552 -0.20573612  0.32528982  0.10120875 -0.33193058
 -0.1708877   0.2805653  -0.18959554  0.26167047 -0.04834843 -0.38907734
 -0.09734523 -0.3283825   0.14784117  0.34273148  0.04375327 -0.00452516
 -0.11110041  0.19095184 -0.01425123  0.29400566 -0.20493194 -0.02723054
  0.29413542  0.23793243 -0.07132596  0.06359366  0.17843921 -0.01494033
 -0.02831545 -0.1498075  -0.0690715  -0.01357391  0.3481114  -0.03679693
 -0.05596747 -0.1824842  -0.01302457  0.1296551  -0.03303434  0.11761601
  0.47069708  0.29604456 -0.10889169 -0.09623823]"
emlwiki,"[-0.14384949 -0.02403885 -0.00134904  0.3977818  -0.49402255 -0.14151832
 -0.0659852   0.05873145 -0.11111123 -0.09432643 -0.1630125  -0.07611257
 -0.5112251   0.03436314 -0.05721799  0.33867657  0.03185074 -0.2231439
 -0.3690292   0.33692482  0.300601    0.6108328   0.14031133 -0.07846836
  0.07587477  0.43159038 -0.03337998  0.17424141 -0.29283527 -0.1695072
  0.04783431  0.14357907 -0.11671446 -0.04832219 -0.2958595  -0.08418631
  0.16136657 -0.06376964 -0.22414453  0.03197166 -0.23479562  0.09387755
 -0.03922042  0.0089523   0.00096796 -0.10079859  0.13734867 -0.49779508
  0.41780367  0.05464464 -0.09171822  0.14709333 -0.242636    0.16243699
 -0.16177575  0.125416    0.01044946  0.03946165  0.08465161 -0.2686444
  0.3032243  -0.22308579 -0.05809347  0.29877532]"
mnwiki,"[ 5.83560646e-01  3.70415390e-01 -2.11550757e-01  1.36487752e-01
  1.01576746e-01 -3.93528610e-01 -2.04132766e-01  1.69088840e-01
 -2.91439712e-01 -1.25766084e-01  4.06884924e-02 -5.30334353e-01
 -2.08273470e-01  5.27442209e-02  8.42048526e-02  2.04599872e-01
  3.09590876e-01 -1.19381361e-01  2.69596785e-01 -2.63777077e-02
  1.56909436e-01  1.80432260e-01  3.31956632e-02 -4.43460792e-02
  2.12262422e-01  1.69701830e-01 -6.72544122e-01 -1.84584141e-01
 -4.17250991e-02 -1.64030269e-01 -3.37945044e-01  2.25980375e-02
 -7.66326711e-02  1.67399034e-01  6.95159882e-02 -1.97062492e-01
  3.29817533e-01 -1.79909155e-01  2.23785862e-01  4.15173657e-02
 -2.43030593e-01  8.68720561e-02  2.00850502e-01 -2.57005513e-01
  4.46844578e-01 -2.72791177e-01 -6.68901503e-02  3.75797033e-01
  1.55258611e-01  3.46114481e-04 -2.83959713e-02  4.54902500e-02
 -1.85723260e-01  4.05602336e-01 -1.45815089e-01 -1.68542713e-01
  4.37844664e-01  1.59636930e-01 -1.13206625e-03  2.30524838e-01
 -4.25063707e-02 -2.90421665e-01 -1.30838364e-01 -6.44371212e-02]"
ruewiki,"[-0.093274    0.04498804  0.30981287  0.10168189 -0.04594697 -0.02858904
 -0.1629076   0.09336474 -0.21691081 -0.00547478  0.01104705 -0.31715965
 -0.22017018 -0.28522083 -0.02969666  0.41963044 -0.2788672  -0.00470823
 -0.16499831  0.07065167 -0.01589285  0.22396927  0.12005489 -0.17873225
  0.09190723  0.4515001  -0.05130833  0.0090122  -0.17157559 -0.14145674
  0.39570928 -0.07058571 -0.13697958 -0.15031114 -0.19375922 -0.12064473
  0.29751274 -0.34778532 -0.01929932  0.03535266 -0.03980211  0.08881397
  0.21663459 -0.17351598  0.11979248  0.01143864 -0.09147589 -0.04683295
  0.05230423  0.10311055 -0.04882385  0.15162703 -0.07347336 -0.07206476
 -0.01683745 -0.09583698 -0.04982855 -0.03369499 -0.1584307   0.2985234
  0.24104135  0.11878073  0.0669476   0.22229409]"
jvwiki,"[ 0.08207698  0.36588767  0.0513162  -0.11926538  0.12582411  0.09947205
 -0.12349974  0.04554338 -0.02266832 -0.24649978  0.00666377  0.10552415
 -0.31790066 -0.05783873 -0.10869272  0.23931205  0.33943787 -0.14591724
 -0.27513194  0.4990352  -0.5696722   0.28838098  0.177444   -0.19187626
 -0.1852798   0.16558225 -0.36126837 -0.33219683  0.186262    0.10900155
 -0.07997374  0.07141443 -0.14928794  0.13359305 -0.22185548 -0.39123437
  0.32471433  0.22605482  0.14862816  0.0557316  -0.06851563 -0.07622007
 -0.18500324 -0.15452686 -0.38004988 -0.08115625  0.00352793 -0.2731837
  0.3750921   0.15777303  0.00274588  0.34085846 -0.06481167  0.1451474
 -0.0845186   0.33629218  0.07440308 -0.10016087 -0.22009328  0.4280149
 -0.02859925  0.27489668 -0.23147738 -0.08675831]"
